T?NG H?P CÁC S?N PH?M C?A PAULA'S CHOICE SKINCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STT,Mã S?n Ph?m ,Tên Ti?ng Anh,Tên Ti?ng Vi?t ,Tên nhãn hàng,Dung tích,giá bán l? niêm y?t,Th?i h?n s? d?ng,Công d?ng,H??ng d?n s? d?ng,Hình ?nh,Xu?t x?,LINK TRANG WEB PC VN,SÔ CÔNG B?,Note,,,,,,,,,,,,,,,,,,
90,7740,Resist Ultra light Super Antioxidant Concentrate serum,PAULA'S CHOICE Tinh ch?t ch?ng oxi hóa siêu nh? 30ml,PAULA'S CHOICE,30ml,"1,250,000",36 tháng,"CÔNG D?NG

- Gi?i quy?t v?n ?? lão hóa da, n?p nh?n
- Tái t?o t? bào ?? gi?m s? xu?t hi?n vùng da kém s?c s?ng, không ??u màu
- T?ng c??ng hydrat hóa làm tr? hóa da.
- Dùng cho nh?ng ai ?ang có m?i b?n tâm trên da nh? tu?i tác, l? chân lông to và n?p nh?n
S?n ph?m serum Resist Ultra - Light Super Antioxidant Concentrate Serum lý t??ng v?i s? pha tr?n khác bi?t gi?a ch?t ch?ng oxi hóa, k?t c?u siêu nh? khi?n cho da b?n sáng h?n, c?p ?m cho làn da, trong khi v?n b?o v? làn da kh?i nh?ng tác ??ng không mong mu?n, làm s?n da và c?i thi?n n?p nh?n sâu.

Lo?i da phù h?p: Da th??ng ??n da d?u, da h?n h?p
","H??NG D?N S? S?NG

S? d?ng ngay sau b??c r?a m?t, toner và lo?i  b? t? bào da ch?t. Thoa vài gi?t s?n ph?m lên m?t, c? và vùng quanh m?t tr??c khi bôi kem d??ng ?m (ho?c có th? s? d?ng k?t h?p cùng s?n ph?m d??ng ?m yêu thích).

Vào ban ngày duy trì s? d?ng kem ch?ng n?ng ch? s? SPF30 tr? lên ?? b?o v? toàn di?n làn da.

 ",https://drive.google.com/drive/folders/1yYiDrrmC7DtaFPrSC48e2UAsOJiSoexZ,Xu?t x? : M?,https://paulaschoice.vn/resist-ultra-light-super-antioxidant-concentrate-serum,https://imgur.com/a/evHOa4i,,,,,,,,,,,,,,,,,,,
91,7747,Resist Ultra light Super Antioxidant serum - Trial,PAULA'S CHOICE  Tinh ch?t ch?ng oxi hóa siêu nh?  - Lo?i nh?,PAULA'S CHOICE,5ml,"339,000",24 tháng,"CÔNG D?NG

- Gi?i quy?t v?n ?? lão hóa da, n?p nh?n
- Tái t?o t? bào ?? gi?m s? xu?t hi?n vùng da kém s?c s?ng, không ??u màu
- T?ng c??ng hydrat hóa làm tr? hóa da.
- Dùng cho nh?ng ai ?ang có m?i b?n tâm trên da nh? tu?i tác, l? chân lông to và n?p nh?n
S?n ph?m serum Resist Ultra - Light Super Antioxidant Concentrate Serum lý t??ng v?i s? pha tr?n khác bi?t gi?a ch?t ch?ng oxi hóa, k?t c?u siêu nh? khi?n cho da b?n sáng h?n, c?p ?m cho làn da, trong khi v?n b?o v? làn da kh?i nh?ng tác ??ng không mong mu?n, làm s?n da và c?i thi?n n?p nh?n sâu.

Lo?i da phù h?p: Da th??ng ??n da d?u, da h?n h?p
","H??NG D?N S? S?NG

S? d?ng ngay sau b??c r?a m?t, toner và lo?i  b? t? bào da ch?t. Thoa vài gi?t s?n ph?m lên m?t, c? và vùng quanh m?t tr??c khi bôi kem d??ng ?m (ho?c có th? s? d?ng k?t h?p cùng s?n ph?m d??ng ?m yêu thích).

Vào ban ngày duy trì s? d?ng kem ch?ng n?ng ch? s? SPF30 tr? lên ?? b?o v? toàn di?n làn da.

 ",https://drive.google.com/drive/folders/1yYiDrrmC7DtaFPrSC48e2UAsOJiSoexZ,Xu?t x? : M?,https://paulaschoice.vn/resist-ultra-light-super-antioxidant-concentrate-serum,https://imgur.com/a/evHOa4i,,,,,,,,,,,,,,,,,,,
92,7750,10% Azelaic Acid Booster - Full size,PAULA'S CHOICE  Tinh ch?t t?ng c??ng gi?m ?? 10% Azelaic Acid ,PAULA'S CHOICE,30ml,"1,100,000",24 tháng,,,https://drive.google.com/drive/folders/14glVbSnRiMxXRkl8Dg7G95mlRaU6ZvAU,Xu?t x? : M?,,,,,,,,,,,,,,,,,,,,,
93,7760,Resist Super - Light Daily Wrinkle Defence Broad Spectrum SPF 30,PAULA'S CHOICE Kem d??ng ngày ch?ng nh?n siêu nh? SPF 30,PAULA'S CHOICE,60ml,"950,000",36 Tháng ,"CÔNG D?NG: 
- Ch?ng n?ng hoàn h?o v?i ch? s? SPF 30
-  Ch?t ch?ng oxi hóa giúp tái sinh nh?ng y?u t? c?n thi?t cho da
- C?i thi?n tình tr?ng n?p nh?n h?u hi?u v?i công th?c giàu thành ph?n ch?ng lão hóa
- L?p kem lót hoàn h?o cho làn da 

S?n ph?m s? h?u b?ng thành ph?n h?u ích
- Vitamin E (Tocopheryl Acetate ), vitamin C (Tetrahexyldecyl Ascorbate): Thành ph?n ch?ng lão hóa, ng?n ch?n n?p g?p và giúp gi?m thi?u kích th??c l? chân lông.
- Zinc Oxide: Thành ph?n ch?ng n?ng v?t lý t?i ?u cho da nh?y c?m, b?n v?ng d??i n?ng, ch?ng ???c c? 2 lo?i tia UV ??c h?i là UVB và UVA1,2 cho làn da ???c b?o v? toàn di?n d??i n?ng.
- Ch?t kem “Sheer tint” có màu h?ng nh? ti?p v?i m?i màu da, khi?n da h?ng hào r?ng r? mà không b? tr?ng b?ch, tr?ng l?.

PHÙ H?P CHO LO?I DA: Da th??ng ??n da d?u, da h?n h?p
 ","H??NG D?N S? D?NG

S? d?ng ? b??c cu?i cùng trong quy trình ch?m sóc da ban ngày. Thoa s?n ph?m này 15 phút khi ra ngoài ?? nâng cao hi?u qu? b?o v? da. N?u ho?t ??ng ngoài tr?i liên t?c, nên thoa nh?c l?i sau 2-3 ti?ng ?? b?o v? t?i ?u cho làn da n?u ph?i ho?t ??ng nhi?u ngoài tr?i. ",https://drive.google.com/drive/folders/1r7-hhB_Ujafmntze_roxaSvu1-z8hIXv,Xu?t x? : M?,https://paulaschoice.vn/resist-super-light-wrinkle-defense-spf-30,https://imgur.com/a/SIe2uSR,,,,,,,,,,,,,,,,,,,
94,7770,C15 Super Booster,PAULA'S CHOICE Tinh ch?t ??c tr? ch?ng lão hóa ch?a Vitamin C - C15 super booster,PAULA'S CHOICE,20ml,"1,600,000",12 tháng,"CÔNG DU?NG
- La?m ?ê?u ma?u da
- Nuôi d???ng la?n da sa?ng mi?n
- Gia?m thiê?u la?o ho?a

 S?n ph?m t?ng c??ng vitamin C v?i công th?c ch?a 15% vitamin C giúp làm sáng vùng da không ??u màu m?t cách rõ r?t, cùng kh? n?ng ch?ng lão hóa và làm gi?m các n?p nh?n li ti, n?p nh?n sâu c?c k? hi?u qu?.

Loa?i da phu? h??p: Mo?i loa?i da","H???NG DÂ?N S?? DU?NG

S? du?ng t? 1 ??n 2 l?n m?t ngày sau b??c s?a r?a m?t, toner và t?y da ch?t. Nh? t? 2 -3 gi?t vào lòng bàn tay và thoa ??u trên làn da. Ba?n co? thê? s?? du?ng ?ô?c lâ?p ho??c tr?n chung cùng v?i serum, kem d???ng â?m yêu thi?ch kha?c . Vào ban ngày, luôn luôn s? d?ng kem ch?ng n?ng có ch? s? SPF 30 tr? lên.",https://drive.google.com/drive/folders/1mCk4NVAkVacLDInLfLsWbNd1cP54UJSz,Xu?t x? : M?,https://paulaschoice.vn/c15-super-booster,https://imgur.com/a/ktaEvP2,,,,,,,,,,,,,,,,,,,
95,7780,Resist Weightless Advanced Repairing Toner,PAULA'S CHOICE Toner siêu nh? cho làn da d?u và lão hóa,PAULA'S CHOICE,118ml,"860,000",36 tháng,"CÔNG DU?NG
- T?ng c??ng và ??nh hình l?i làn da b? lão hóa
- C?i thi?n d?u hi?u lão hóa, ha?n chê? da ?ô? dâ?u mâ?t kiê?m soa?t
- Duy trì ?? ?m thi?t y?u, m?m da tránh kh?i tr??ng h?p c?n ki?t ?m.

Resist Weightless Advanced Repairing Toner c?p ?m nh? và làm m?m da, gia?m thiê?u ro? r?t nh?ng d?u hi?u da b? t?n th??ng do n?ng và tu?i tác, c?ng nh? ha?n chê? ti?nh tra?ng l? chân lông to và c?i thi?n làn da không ??u màu. Sa?n phâ?m na?y không ??n thuâ?n chi? la? dung di?ch cân b??ng da ma? chu?ng co?n ????c coi nh? b???c ?ê?m hoa?n ha?o giu?p b???c d???ng châ?t tiê?p theo hoa?t ?ô?ng hiê?u qua? h?n.

Loa?i da phu? h??p: Da dâ?u, hô?n h??p thiên dâ?u co? dâ?u hiê?u la?o ho?a","H??NG D?N S? D?NG

Sau khi r?a m?t, ?? m?t l??ng nh? ra mi?ng bông t?y trang và nh? nhàng và nh? nhàng thoa lên toàn b? khuôn m?t và vùng c?. Không câ?n r??a la?i v??i n???c, tiê?p tu?c th??c hiê?n ca?c b???c ch?m so?c da thông th???ng. Va?o ban nga?y, ha?y s?? du?ng ke?m kem chô?ng n??ng co? chi? sô? SPF t?? 30 tr?? lên.",https://drive.google.com/drive/folders/1S7PwEGACQbh-1Q5uIJ2kBuyKxnhERDP7,Xu?t x? : M?,https://paulaschoice.vn/resist-weightless-advanced-repairing-toner,https://imgur.com/a/Jxkw9li,,,,,,,,,,,,,,,,,,,
96,7791,Resist Advanced Pore - Refining Treatment 4% BHA, PAULA'S CHOICE  Tinh ch?t ?i?u tr? và tái t?o ??c bi?t cho da m?n và lão hóa ch?a 4% BHA ,PAULA'S CHOICE,44ml,"1,165,000",24 tháng,"CÔNG DU?NG
Nâng t?m lên 1 c?p ?? m?i, ch?t t?y da ch?t m?nh m? nh?ng v?n d?u nh?, giàu ch?t ch?ng oxi hóa, tan trong d?u, ?i sâu vào l? chân lông ?? làm thông thoáng giúp làn da trông tr? trung, r?ng r? h?n.

• BHA làm s?ch và thu nh? các l? chân lông b? t?c ngh?n

• Các ch?t ch?ng oxi hóa ch?ng l?i m?nh m? các d?u hi?u lão hóa

• K?t c?u serum siêu nh? phù h?p v?i m?i lo?i da

• S? d?ng sau khi làm s?ch ho?c toner (n?u có)

Lo?i da: Da h?n h?p, da d?u","H??NG D?N S? D?NG
S? d?ng sau khi làm s?ch và dùng toner, hàng ngày ho?c hàng tu?n. L?y ra 1 vài gi?t, thoa nh? nhàng lên kh?p m?t, c? và ng?c. Không r?a l?i. Ti?p ??n s? d?ng v?i các b??c còn l?i v?i chu trình d??ng da c?a b?n.",https://drive.google.com/drive/folders/11xqxr7hxQwp_U-0t8aYPcqf1MWycy2P-,Xu?t x? : M?,https://paulaschoice.vn/resist-advanced-pore-refining-treatment-4-bha,https://imgur.com/a/ITbpSXH,,,,,,,,,,,,,,,,,,,
97,7800,Resist Youth - Extending Daily Hydrating Fluid Broad Spectrum SPF 50," PAULA'S CHOICE  Kem ch?ng n?ng, d???ng ?m, gi?? gi?n ne?t thanh xuân ch??a SPF 50",PAULA'S CHOICE,60ml,"950,000",24 tháng,,,https://drive.google.com/drive/folders/1sQ3-bI5TiNWFqsJGTWd82ZiSwEN72Q56,Xu?t x? : M?,,,,,,,,,,,,,,,,,,,,,
98,7807,Resist Youth - Extending Daily Hydrating Fluid Broad Spectrum SPF 50 - Trial," PAULA'S CHOICE  Kem ch?ng n?ng, d???ng ?m, gi?? gi?n ne?t thanh xuân ch??a SPF 50 - Lo?i nh?",PAULA'S CHOICE,15ml,"419,000",24 tháng,,,https://drive.google.com/drive/folders/1sQ3-bI5TiNWFqsJGTWd82ZiSwEN72Q56,Xu?t x? : M?,,,,,,,,,,,,,,,,,,,,,
99,7810,Resist Intensive Repair Cream,PAULA'S CHOICE Kem d??ng ?m siêu cao c?p ch?a Retinol,PAULA'S CHOICE,50ml,"1,055,000",36 tháng,"CÔNG D?NG

- Kem d??ng ?êm chuyên sâu, ""s?a ch?a"" d?u hi?u lão hóa, tu?i tác
- S? k?t h?p b? sung c?a các chu?i axit amin, retinol và nhi?u ch?t ch?ng oxi hóa c?i thi?n n?p nh?n ? làn da
- 100% s?n ph?m không có ch?t t?o mùi, an toàn s? d?ng trên da và không ki?m nghi?m trên c? th? ??ng v?t

RESIST Intensive Repair Cream (kem d??ng ?m chuyên sâu) ngay l?p t?c cung c?p cho da m?t l??ng n??c l?n, ??ng th?i làm m? s? xu?t hi?n c?a n?p nh?n và khi?n cho da tr? nên s?n ch?c rõ r?t. Thành ph?n tái t?o t? bào và các ch?t làm m?m da ???c ch?ng minh là giúp tái sinh l?i hàng rào ch?n c?a da, mang ??n cho b?n m?t làn da kh?e m?nh và r?ng r?.

Lo?i da phù h?p: Da khô, da r?t khô","H??NG D?N S? D?NG

K?t h?p s? d?ng v?i kem ch?ng n?ng ch? s? SPF cao h?n 25 khi ra ngoài. ??i v?i ban ?êm, s? d?ng s?n ph?m nh? b??c cu?i cùng quy trình ch?m sóc da.

 Có th? tr?n cùng kem d??ng ?m, tinh ch?t yêu thích khác và thoa toàn m?t, không b? qua vùng c?",https://drive.google.com/drive/folders/1UVAYlJGA11EOUp0tJfEb2P6NREaC7dOq,Xu?t x? : M?,https://paulaschoice.vn/resist-intensive-repair-cream,https://imgur.com/a/ZkcmVwB,,,,,,,,,,,,,,,,,,,
100,7820,Resist Daily Pore Refining Treatment  2% BHA,PAULA'S CHOICE Resist Daily Pore refining Treatment 2% BHA - tinh ch?t ng?n ng?a m?n và thu nh? l? chân lông 88ml,PAULA'S CHOICE,88ml,"1,300,000",36 tháng,"CÔNG DU?NG
- S?n ph?m lo?i b? t? bào ch?t d?u nh?, không có tính bào mòn da
- Làm gi?m d?u hi?u tu?i tác, m?n ??u ?en, l? chân lông to và n?p nh?n sâu
- Tái t?o da hi?u qu? nh? nhóm thành ph?n ch?ng oxy hóa, ng?n ng?a các d?u hi?u tu?i tác 
- Gi?m kích ?ng, làm d?u các vùng m?n ??, b? sung ?? ?m c?n thi?t cho da

RESIST Daily Pore-Refining Treatment With 2% BHA là m?t s?n ph?m lo?i b? t? bào ch?t d?ng dung d?ch, giúp c?i thi?n các d?u hi?u tu?i tác ??ng th?i làm thông thoáng l? chân lông, và tái t?o l?i làn da hi?u qu?. S?n ph?m v?i c?u trúc siêu nh?, cho tác d?ng lo?i b? nh?ng v?n ?? trên da, mang l?i cho b?n làn da t??i tr? và kh?e m?nh.

Loa?i da phu? h??p: Da dâ?u, hô?n h??p thiên dâ?u co? dâ?u hiê?u la?o ho?a","H??NG D?N S? D?NG

S? d?ng t? 1-2 l?n m?t ngày sau khi r?a m?t và Toner.
Dùng m?t l??ng v?a ?? và thoa lên toàn b? khuôn m?t
và không c?n r?a l?i b?ng n??c. Vào ban ngày, s? d?ng
kem ch?ng n?ng có ch? s? SPF 30 tr? lên.",https://drive.google.com/drive/folders/1KggZOsP0CLl2J7jWogTNl9gAZJg7FMKJ,Xu?t x? : M?,https://paulaschoice.vn/resist-daily-pore-refining-treatment-with-2-bha,https://imgur.com/a/eqlrKlj,,,,,,,,,,,,,,,,,,,
101,7827,Resist Daily Pore refining Treatment  2% BHA - Trial,PAULA'S CHOICE Resist Daily Pore refining Treatment 2% BHA 30ml,PAULA'S CHOICE,30ml,"399,000",24 tháng,"CÔNG DU?NG
- S?n ph?m lo?i b? t? bào ch?t d?u nh?, không có tính bào mòn da
- Làm gi?m d?u hi?u tu?i tác, m?n ??u ?en, l? chân lông to và n?p nh?n sâu
- Tái t?o da hi?u qu? nh? nhóm thành ph?n ch?ng oxy hóa, ng?n ng?a các d?u hi?u tu?i tác 
- Gi?m kích ?ng, làm d?u các vùng m?n ??, b? sung ?? ?m c?n thi?t cho da

RESIST Daily Pore-Refining Treatment With 2% BHA là m?t s?n ph?m lo?i b? t? bào ch?t d?ng dung d?ch, giúp c?i thi?n các d?u hi?u tu?i tác ??ng th?i làm thông thoáng l? chân lông, và tái t?o l?i làn da hi?u qu?. S?n ph?m v?i c?u trúc siêu nh?, cho tác d?ng lo?i b? nh?ng v?n ?? trên da, mang l?i cho b?n làn da t??i tr? và kh?e m?nh.

Loa?i da phu? h??p: Da dâ?u, hô?n h??p thiên dâ?u co? dâ?u hiê?u la?o ho?a","H???NG DÂ?N S?? DU?NG
S? d?ng t? 1-2 l?n m?t ngày sau khi r?a m?t và Toner. Du?ng m?t l??ng v?a ?? lên mi?ng bông t?y trang và thoa lên toàn b? khuôn m?t, k? c? vùng m?t (gi? s?n ph?m tránh xa mi? m??t & lông mi m?t).

L?u ý:

Không c?n r?a l?i b?ng n??c, vào ban ngày, s? d?ng kem ch?ng n?ng có ch? s? SPF 30 ho?c cao h?n sau khi cùng s?n ph?m.",https://drive.google.com/drive/folders/1HXi15XnhhTzJhQDeF2MMf3YoXtwMrVHE,Xu?t x? : M?,https://paulaschoice.vn/resist-daily-pore-refining-treatment-with-2-bha,https://imgur.com/a/eqlrKlj,,,,,,,,,,,,,,,,,,,
102,7830,Resist Perfectly Balanced Foaming Cleanser  ,PAULA'S CHOICE S?a r?a m?t cân b?ng da hoàn h?o,PAULA'S CHOICE,190ml,"760,000",36 tháng,"CÔNG D?NG: 
- Lo?i b? l?p make up và l??ng d?u th?a trên da m?t cách d?u nh?
- Cân b?ng ?? ?m, c?ng c? hàng rào b?o v? da 
- T?ng c??ng ho?t ch?t ch?ng oxy hóa t? bào 

S?a r?a m?t cân b?ng da hoàn h?o Paula’s Choice Resist Perfectly Balanced Foaming Cleanser là s? k?t h?p hoàn h?o c?a ceramide và hyaluronic acid, giúp nh? nhàng lo?i b? h?t d?u th?a, b?i b?n và các l?p trang ?i?m mà không làm khô da, cho da m?m m?i, m?n màng h?n.

Thành ph?n ceramide có tác d?ng c?i thi?n rõ nét s?c di?n và ?? sáng trong c?a làn da. Nó ngay l?p t?c mang ??n làn da m?n màng, m?m m?i, t?ng c??ng l??ng collagen t? nhiên trong da, cho làn da s?n ch?c. Ngoài ra, ceramide còn giúp làm gi?m các n?p nh?n sâu, xóa các n?p nh?n m? nông, cho b? m?t da láng m??t, s?n ch?c.

Bên c?nh ?ó, thành ph?n hyaluronic acid c?a s?a r?a m?t cân b?ng da hoàn h?o RESIST Perfectly Balanced Foaming Cleanser là m?t trong nh?ng phân t? ?a n??c nh?t trong t? nhiên v?i nhi?u l?i ích ??i v?i c? th? ng??i, ???c mô t? là ch?t d??ng ?m t? nhiên.

PHÙ H?P CHO LO?I DA: Da d?u, da ","H??NG D?N S? D?NG 

Làm ??t m?t và thoa m?t l??ng kem v?a ?? lên
da, sau ?ó massage nh? nhàng. r?a l?i
v?i n??c và ti?p t?c th?c hi?n các b??c ch?m
sóc da ti?p theo.",https://drive.google.com/drive/folders/11HEcEPjga232E7G-H7pRDU4-_XbarQpG,Xu?t x? : M?,https://paulaschoice.vn/resist-perfectly-balanced-foaming-cleanser,https://imgur.com/a/gOCbca2,,,,,,,,,,,,,,,,,,,
103,7837,Resist Perfectly Balanced Foaming Cleanser  - Trial,PAULA'S CHOICE S?a r?a m?t cân b?ng da hoàn h?o - Lo?i nh?i,PAULA'S CHOICE,30ml,"299,000",24 tháng,"CÔNG D?NG: 
- Lo?i b? l?p make up và l??ng d?u th?a trên da m?t cách d?u nh?
- Cân b?ng ?? ?m, c?ng c? hàng rào b?o v? da 
- T?ng c??ng ho?t ch?t ch?ng oxy hóa t? bào 

S?a r?a m?t cân b?ng da hoàn h?o Paula’s Choice Resist Perfectly Balanced Foaming Cleanser là s? k?t h?p hoàn h?o c?a ceramide và hyaluronic acid, giúp nh? nhàng lo?i b? h?t d?u th?a, b?i b?n và các l?p trang ?i?m mà không làm khô da, cho da m?m m?i, m?n màng h?n.

Thành ph?n ceramide có tác d?ng c?i thi?n rõ nét s?c di?n và ?? sáng trong c?a làn da. Nó ngay l?p t?c mang ??n làn da m?n màng, m?m m?i, t?ng c??ng l??ng collagen t? nhiên trong da, cho làn da s?n ch?c. Ngoài ra, ceramide còn giúp làm gi?m các n?p nh?n sâu, xóa các n?p nh?n m? nông, cho b? m?t da láng m??t, s?n ch?c.

Bên c?nh ?ó, thành ph?n hyaluronic acid c?a s?a r?a m?t cân b?ng da hoàn h?o RESIST Perfectly Balanced Foaming Cleanser là m?t trong nh?ng phân t? ?a n??c nh?t trong t? nhiên v?i nhi?u l?i ích ??i v?i c? th? ng??i, ???c mô t? là ch?t d??ng ?m t? nhiên.

PHÙ H?P CHO LO?I DA: Da d?u, da ","H??NG D?N S? D?NG 

Làm ??t m?t và thoa m?t l??ng kem v?a ?? lên
da, sau ?ó massage nh? nhàng. r?a l?i
v?i n??c và ti?p t?c th?c hi?n các b??c ch?m
sóc da ti?p theo.",https://drive.google.com/drive/folders/11HEcEPjga232E7G-H7pRDU4-_XbarQpG,Xu?t x? : M?,https://paulaschoice.vn/resist-perfectly-balanced-foaming-cleanser,https://imgur.com/a/gOCbca2,,,,,,,,,,,,,,,,,,,
104,7840,Moisture Renewal Oil Booster,PAULA'S CHOICE  Tinh ch?t d?u h?n h?p siêu d??ng ?m cho da,PAULA'S CHOICE,20ml,"1,290,000",24 tháng,"CÔNG D?NG: 

S?n ph?m serum v?i công th?c ch?a t? l? cao các ch?t ch?ng oxi hóa ???c pha tr?n t? tinh d?u nguyên ch?t t? nhiên, k?t h?p cùng thành ph?n t?ng c??ng Ceramide, giúp b?n c?i thi?n ?áng k? nh?ng v?n ?? c?a làn da khô.

N?i b?t:

– Làm gi?m các m?n ??.

– Dùng cho da khô và da siêu khô.

– Làm sáng và khôi ph?c nh?ng làn da b? x?m màu, và làm x?p nh?ng vùng s?ng t?y.

– Ch?a 9 thành ph?n quan tr?ng c?a s?n ph?m ??u không mùi và t? d?u th?c v?t.

– Công th?c d?u nh? v?i tinh d?u t? nhiên.

– Có th? s? d?ng m?t mình ho?c k?t h?p vài gi?t cùng v?i kem d??ng ?m sau b??c r?a m?t, toner và t?y da ch?t.","H??NG D?N S? D?NG 

S? du?ng t? 1 ??n 2 l?n m?t ngày sau b??c s?a r?a m?t, toner và t?y da ch?t. Nh? t? 2 -3 gi?t vào lòng bàn tay và thoa ??u trên làn da ho?c tr?n chung cùng v?i serum yêu thích ho?c kem d??ng ?m. Vào ban ngày, hãy luôn s? d?ng kem ch?ng n?ng có ch? s? SPF 30 tr? lên.",https://drive.google.com/drive/folders/14gvih7vVTd92BHEOpDtze7XARKJvvOJe,Xu?t x? : M?,https://paulaschoice.vn/resist-moisture-renewal-oil-booster,,,,,,,,,,,,,,,,,,,,
105,7850,C25 Super Booster,PAULA'S CHOICE  Tinh ch?t t?ng c??ng ??c tr? nám và ??m nâu ch?a 25% Vitamin C ,PAULA'S CHOICE,15ml,"1,950,000",24 tháng,"CÔNG D?NG
'- Tái sinh b? m?t da và gi?m ?ng ??
- 
C?u trúc s?n ph?m m?m m?i giúp c?i thi?n ?? ?m cho da, làm gi?m nh?ng n?p nh?n li ti và n?p nh?n sâu
- T? nhiên: T? thành ph?n ph? bi?n nh? chi?t xu?t vitamin C thiên nhiên ?? t?n d?ng vào s?n ph?m ch?m sóc da. ??t tiêu chu?n: 100% ??u không có ch?t t?o mùi, hoàn toàn t?o nên t? thành ph?n ?ã ???c ki?m ch?ng Thi?t k? k?t c?u: ??c h?n nh?ng d?ng serum vitamin C thông th??ng trên th? tr??ng, t?p trung hàm l??ng cao thành ph?n t?t","H??NG D?N S? D?NG
Vào ban ?êm, b?n s? d?ng 1 l??ng nh? vào lòng
bàn tay và ch?m nh? lên nh?ng ??m nâu, n?p
nh?n sau ?ó v? nh? ?? d??ng ch?t th?m th?u
nhanh chóng. K?t thúc quá trình ch?m sóc da
b?ng m?t s?n ph?m d??ng ?m có k?t c?u phù
h?p. Ban ngày duy trì s? d?ng ch?ng n?ng SPF
b?o v? da",https://drive.google.com/drive/folders/1C47Me0ijTD_N2ZXkpNlJHPoO90lrtoIf,Xu?t x? : M?,https://paulaschoice.vn/c25-super-booster,https://imgur.com/a/Ll0KVAR,,,,,,,,,,,,,,,,,,,
106,7857,C25 Super Booster - Trial,PAULA'S CHOICE  Tinh ch?t t?ng c??ng ??c tr? nám và ??m nâu ch?a 25% Vitamin C - Lo?i nh?,PAULA'S CHOICE,3.5ml,"699,000",24 tháng,"CÔNG D?NG
'- Tái sinh b? m?t da và gi?m ?ng ??
- 
C?u trúc s?n ph?m m?m m?i giúp c?i thi?n ?? ?m cho da, làm gi?m nh?ng n?p nh?n li ti và n?p nh?n sâu
- T? nhiên: T? thành ph?n ph? bi?n nh? chi?t xu?t vitamin C thiên nhiên ?? t?n d?ng vào s?n ph?m ch?m sóc da. ??t tiêu chu?n: 100% ??u không có ch?t t?o mùi, hoàn toàn t?o nên t? thành ph?n ?ã ???c ki?m ch?ng Thi?t k? k?t c?u: ??c h?n nh?ng d?ng serum vitamin C thông th??ng trên th? tr??ng, t?p trung hàm l??ng cao thành ph?n t?t","H??NG D?N S? D?NG
Vào ban ?êm, b?n s? d?ng 1 l??ng nh? vào lòng
bàn tay và ch?m nh? lên nh?ng ??m nâu, n?p
nh?n sau ?ó v? nh? ?? d??ng ch?t th?m th?u
nhanh chóng. K?t thúc quá trình ch?m sóc da
b?ng m?t s?n ph?m d??ng ?m có k?t c?u phù
h?p. Ban ngày duy trì s? d?ng ch?ng n?ng SPF
b?o v? da",https://drive.google.com/drive/folders/1hTm7kT9fJRgjZXK3b1Qpnzq2LGAkynqW,Xu?t x? : M?,https://paulaschoice.vn/c25-super-booster,https://imgur.com/a/Ll0KVAR,,,,,,,,,,,,,,,,,,,
107,7860,Hyaluronic Acid Booster,PAULA'S CHOICE Serum ??c tr? nh?n và lão hóa v?i Hyaluronic acid,PAULA'S CHOICE,15ml,"1,199,000",36 tháng,"CÔNG D?NG

- Serum t?ng c??ng v?i công th?c hyaluronic acid ??m ??c  cung c?p, b? sung l??ng ?m c?n thi?t cho nh?ng vùng da khô, thi?u n??c
– Dùng cho nh?ng ai ?ang quan tâm t?i d?u hi?u tu?i tác và n?p nh?n sâu
– Làm sáng vùng da s?m màu, c?i thi?n s? xu?t hi?n c?a n?p nh?n li ti và n?p nh?n sâu
– Duy trì tác d?ng cho da trong nhi?u gi? li?n

Resist Hyaluronic Acid Booster ch??a ha?m l???ng ?â?m ???c ca?c phân t?? “a?i n???c” râ?t thi?ch h??p ?ê? cung câ?p cho da l???ng â?m nhâ?t ?i?nh, ta?o nên ?ô? mê?m mi?n, c?ng mo?ng cho g??ng m??t. Ngoa?i ra, s?? kê?t h??p hoa?n ha?o cu?ng h??p châ?t ta?i ta?o Ceramides và Panthenol t?ng c???ng kha? n?ng thâ?m thâ?u d???ng châ?t va?o bê? m??t biê?u bi?, cho phe?p ?a?t hiê?u qua? kho?a â?m cao.

Lo?i da phù h?p: M?i lo?i da","H??NG D?N S? D?NG

S? d?ng kho?ng 2 – 3 gi?t vào lòng bàn tay sau ?ó thoa ??u lên da ho?c tr?n cùng serum ho?c kem d??ng ?m, t?n su?t kho?ng 1 – 2 l?n/ ngày sau b??c r?a m?t, toner và lo?i b? da ch?t.

Vào ban ngày duy trì s? d?ng kem ch?ng n?ng ch? s? SPF30 b?o v? da kh?i ô nhi?m, ánh n?ng m?t tr?i.",https://drive.google.com/drive/folders/1yOtx0I7piZiqzWNx7iZruz8qcWu8SI8J,Xu?t x? : M?,https://paulaschoice.vn/hyaluronic-acid-booster,https://imgur.com/a/E3igDuJ,,,,,,,,,,,,,,,,,,,
